name,wiki_title,object_type,mood,tags,fallback_image_url,description,wiki_url,thumbnail_url,image_path,image_url_used,error,has_image,wiki_title_ru,name_en,description_en,wiki_url_en,name_ru,description_ru,wiki_url_ru,object_type_en,object_type_ru
Seagull Nebula,Seagull Nebula,nebula,"wide, airy, light","nebula,wide,bright,airy,soft",,"IC 2177 is a region of nebulosity that lies along the border between the constellations Monoceros and Canis Major. It is a roughly circular H II region centered on the Be star HD 53367. This nebula was discovered by Welsh amateur astronomer Isaac Roberts and was described by him as ""pretty bright, extremely large, irregularly round, very diffuse.""",https://en.wikipedia.org/wiki/IC_2177,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Seagull_Nebula.jpg/330px-Seagull_Nebula.jpg,data/curated_space_objects/images/seagull_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Seagull_Nebula.jpg/330px-Seagull_Nebula.jpg,,True,,Seagull Nebula,"IC 2177 is a region of nebulosity that lies along the border between the constellations Monoceros and Canis Major. It is a roughly circular H II region centered on the Be star HD 53367. This nebula was discovered by Welsh amateur astronomer Isaac Roberts and was described by him as ""pretty bright, extremely large, irregularly round, very diffuse.""",https://en.wikipedia.org/wiki/IC_2177,Туманность Чайка,"IC 2177 — это область туманности, расположенная вдоль границы между созвездиями Единорога и Большого Пса. Это примерно круглая область H II с центром у звезды Be HD 53367. Эту туманность была открыта валлийским астрономом-любителем Исааком Робертсом и описана им как «довольно яркая, чрезвычайно большая, неправильно округлая и очень рассеянная».",,nebula,туманность
Monkey Head Nebula,Monkey Head Nebula,nebula,"funny, warm, expressive","nebula,warm,playful,bright,star-forming",,"NGC 2174 is an H II emission nebula located in the constellation Orion and is associated with the open star cluster NGC 2175. It was discovered on 6 February 1877 by French astronomer Édouard Stephan. It is thought to be located about 6,400 light-years away from Earth. The nebula may have formed through hierarchical collapse.",https://en.wikipedia.org/wiki/NGC_2174,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/NGC-2174.tif/lossy-page1-330px-NGC-2174.tif.jpg,data/curated_space_objects/images/monkey_head_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/NGC-2174.tif/lossy-page1-330px-NGC-2174.tif.jpg,,True,,Monkey Head Nebula,"NGC 2174 is an H II emission nebula located in the constellation Orion and is associated with the open star cluster NGC 2175. It was discovered on 6 February 1877 by French astronomer Édouard Stephan. It is thought to be located about 6,400 light-years away from Earth. The nebula may have formed through hierarchical collapse.",https://en.wikipedia.org/wiki/NGC_2174,Туманность Голова Обезьяны,"NGC 2174 — эмиссионная туманность H II, расположенная в созвездии Ориона и связанная с рассеянным звездным скоплением NGC 2175. Она была открыта 6 февраля 1877 года французским астрономом Эдуардом Стефаном. Считается, что он расположен примерно в 6400 световых годах от Земли. Туманность могла образоваться в результате иерархического коллапса.",,nebula,туманность
Thor's Helmet,Thor's Helmet,nebula,"heroic, bold, windy","nebula,bubble,dramatic,bold,bright",,"NGC 2359 is an emission nebula in the constellation Canis Major. The nebula is approximately 3,670 parsecs away and 30 light-years in size. The central star is the Wolf-Rayet star WR7, an extremely hot star thought to be in a brief pre-supernova stage of evolution. It is similar in nature to the Bubble Nebula, but interactions with a nearby large molecular cloud are thought to have contributed to the more complex shape and curved bow-shock structure of Thor's Helmet.",https://en.wikipedia.org/wiki/NGC_2359,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Thor%27s_Helmet.jpg/330px-Thor%27s_Helmet.jpg,data/curated_space_objects/images/thor_s_helmet.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Thor%27s_Helmet.jpg/330px-Thor%27s_Helmet.jpg,,True,,Thor's Helmet,"NGC 2359 is an emission nebula in the constellation Canis Major. The nebula is approximately 3,670 parsecs away and 30 light-years in size. The central star is the Wolf-Rayet star WR7, an extremely hot star thought to be in a brief pre-supernova stage of evolution. It is similar in nature to the Bubble Nebula, but interactions with a nearby large molecular cloud are thought to have contributed to the more complex shape and curved bow-shock structure of Thor's Helmet.",https://en.wikipedia.org/wiki/NGC_2359,Шлем Тора,"NGC 2359 — эмиссионная туманность в созвездии Большого Пса. Туманность находится на расстоянии примерно 3670 парсеков и имеет размер 30 световых лет. Центральной звездой является звезда Вольфа-Райе WR7, чрезвычайно горячая звезда, которая, как полагают, находится на короткой стадии эволюции перед сверхновой. По своей природе она похожа на туманность Пузырь, но считается, что взаимодействие с близлежащим большим молекулярным облаком способствовало более сложной форме и изогнутой ударной структуре Шлема Тора.",,nebula,туманность
Crescent Nebula,Crescent Nebula,nebula,"curved, fierce, glowing","nebula,crescent,dramatic,bright,wind",,"The Crescent Nebula is an emission nebula in the constellation Cygnus, about 5000 light-years away from Earth. It was discovered by William Herschel in 1792. It is formed by the fast stellar wind from the Wolf-Rayet star WR 136 colliding with and energizing the slower moving wind ejected by the star when it became a red giant around 250,000 years ago. The result of the collision is a shell and two shock waves, one moving outward and one moving inward. The inward moving shock wave heats the stellar wind to X-ray-emitting temperatures.",https://en.wikipedia.org/wiki/Crescent_Nebula,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/NGC_6888.png/330px-NGC_6888.png,data/curated_space_objects/images/crescent_nebula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/NGC_6888.png/330px-NGC_6888.png,,True,,Crescent Nebula,"The Crescent Nebula is an emission nebula in the constellation Cygnus, about 5000 light-years away from Earth. It was discovered by William Herschel in 1792. It is formed by the fast stellar wind from the Wolf-Rayet star WR 136 colliding with and energizing the slower moving wind ejected by the star when it became a red giant around 250,000 years ago. The result of the collision is a shell and two shock waves, one moving outward and one moving inward. The inward moving shock wave heats the stellar wind to X-ray-emitting temperatures.",https://en.wikipedia.org/wiki/Crescent_Nebula,Туманность Полумесяц,"Туманность Полумесяц — эмиссионная туманность в созвездии Лебедя, расположенная примерно в 5000 световых годах от Земли. Он был открыт Уильямом Гершелем в 1792 году. Он образован быстрым звездным ветром от звезды Вольфа-Райе WR 136, сталкивающимся с более медленным ветром, выброшенным звездой, когда она стала красным гигантом около 250 000 лет назад и дает энергию более медленному ветру. Результатом столкновения является снаряд и две ударные волны, одна движется наружу, а другая внутрь. Движущаяся внутрь ударная волна нагревает звездный ветер до температур рентгеновского излучения.",,nebula,туманность
Pleiades,Pleiades,star cluster,"sparkling, social, youthful","cluster,stars,blue,sparkling,iconic",,"The Pleiades, also known as Seven Sisters and Messier 45 (M45), is an asterism of an open star cluster containing young B-type stars in the northwest of the constellation Taurus. At a distance of about 444 light-years, it is among the nearest star clusters to Earth and the nearest Messier object to Earth, being the most obvious star cluster to the naked eye in the night sky. It contains over 1,000 stars, with the brightest six or seven being easily visible to the naked eye.",https://en.wikipedia.org/wiki/Pleiades,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Pleiades_large.jpg/330px-Pleiades_large.jpg,data/curated_space_objects/images/pleiades.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Pleiades_large.jpg/330px-Pleiades_large.jpg,,True,,Pleiades,"The Pleiades, also known as Seven Sisters and Messier 45 (M45), is an asterism of an open star cluster containing young B-type stars in the northwest of the constellation Taurus. At a distance of about 444 light-years, it is among the nearest star clusters to Earth and the nearest Messier object to Earth, being the most obvious star cluster to the naked eye in the night sky. It contains over 1,000 stars, with the brightest six or seven being easily visible to the naked eye.",https://en.wikipedia.org/wiki/Pleiades,Плеяды,"Плеяды, также известные как Семь сестер и Мессье 45 (M45), представляют собой астеризм рассеянного звездного скопления, содержащего молодые звезды B-типа, на северо-западе созвездия Тельца. На расстоянии около 444 световых лет оно входит в число ближайших к Земле звездных скоплений и ближайшего к Земле объекта Мессье, являясь наиболее заметным для невооруженного глаза звездным скоплением в ночном небе. Он содержит более 1000 звезд, из которых шесть или семь самых ярких легко видны невооруженным глазом.",,star cluster,звездное скопление
Hyades,Hyades (star cluster),star cluster,"ancient, warm, steady","cluster,stars,warm,steady,near",,"The Hyades is the nearest open cluster and one of the best-studied star clusters. Located about 153 light-years away from the Sun, it consists of a roughly spherical group of hundreds of stars sharing the same age, place of origin, chemical characteristics, and motion through space.",https://en.wikipedia.org/wiki/Hyades_(star_cluster),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Hyades_cluster.jpg/330px-Hyades_cluster.jpg,data/curated_space_objects/images/hyades.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Hyades_cluster.jpg/330px-Hyades_cluster.jpg,,True,,Hyades,"The Hyades is the nearest open cluster and one of the best-studied star clusters. Located about 153 light-years away from the Sun, it consists of a roughly spherical group of hundreds of stars sharing the same age, place of origin, chemical characteristics, and motion through space.",https://en.wikipedia.org/wiki/Hyades_(star_cluster),Гиады,"Гиады — ближайшее рассеянное скопление и одно из наиболее изученных звездных скоплений. Расположенная примерно в 153 световых годах от Солнца, она состоит из примерно сферической группы сотен звезд, имеющих одинаковый возраст, место происхождения, химические характеристики и движение в космосе.",,star cluster,звездное скопление
Omega Centauri,Omega Centauri,globular cluster,"dense, ancient, wise","cluster,globular,dense,ancient,golden",,"Omega Centauri is a globular cluster in the constellation of Centaurus that was first identified as a non-stellar object by Edmond Halley in 1677. Located at a distance of 17,090 light-years, it is the largest known globular cluster in the Milky Way at a diameter of roughly 150 light-years. It is estimated to contain approximately 10 million stars, with a total mass of 4 million solar masses, making it the most massive known globular cluster in the Milky Way.",https://en.wikipedia.org/wiki/Omega_Centauri,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Omega_Centauri_Stars.png/330px-Omega_Centauri_Stars.png,data/curated_space_objects/images/omega_centauri.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Omega_Centauri_Stars.png/330px-Omega_Centauri_Stars.png,,True,,Omega Centauri,"Omega Centauri is a globular cluster in the constellation of Centaurus that was first identified as a non-stellar object by Edmond Halley in 1677. Located at a distance of 17,090 light-years, it is the largest known globular cluster in the Milky Way at a diameter of roughly 150 light-years. It is estimated to contain approximately 10 million stars, with a total mass of 4 million solar masses, making it the most massive known globular cluster in the Milky Way.",https://en.wikipedia.org/wiki/Omega_Centauri,Омега Центавра,"Омега Центавра — шаровое скопление в созвездии Центавра, которое впервые было идентифицировано как незвездный объект Эдмондом Галлеем в 1677 году. Расположенное на расстоянии 17 090 световых лет, это самое большое известное шаровое скопление в Млечном Пути с диаметром около 150 световых лет. По оценкам, оно содержит около 10 миллионов звезд с общей массой 4 миллиона солнечных масс, что делает его самым массивным из известных шаровых скоплений в Млечном Пути.",,globular cluster,шаровое скопление
47 Tucanae,47 Tucanae,globular cluster,"compact, golden, old-soul","cluster,globular,dense,golden,ancient",,"47 Tucanae or 47 Tuc is a globular cluster located in the constellation Tucana. It is about 4.45 ± 0.01 kpc (14,500 ± 32.6 ly) from Earth, and 120 light years in diameter. 47 Tuc can be seen with the naked eye, with an apparent magnitude of 4.1. It appears about 44 arcminutes across including its far outreaches. Due to its far southern location, 18° from the south celestial pole, it was not catalogued by European astronomers until the 1750s, when the cluster was first identified by Nicolas-Louis de Lacaille from South Africa.",https://en.wikipedia.org/wiki/47_Tucanae,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Heic1510a.tif/lossy-page1-330px-Heic1510a.tif.jpg,data/curated_space_objects/images/47_tucanae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Heic1510a.tif/lossy-page1-330px-Heic1510a.tif.jpg,,True,,47 Tucanae,"47 Tucanae or 47 Tuc is a globular cluster located in the constellation Tucana. It is about 4.45 ± 0.01 kpc (14,500 ± 32.6 ly) from Earth, and 120 light years in diameter. 47 Tuc can be seen with the naked eye, with an apparent magnitude of 4.1. It appears about 44 arcminutes across including its far outreaches. Due to its far southern location, 18° from the south celestial pole, it was not catalogued by European astronomers until the 1750s, when the cluster was first identified by Nicolas-Louis de Lacaille from South Africa.",https://en.wikipedia.org/wiki/47_Tucanae,47 Туканаэ,"47 Tucanae или 47 Tuc — шаровое скопление, расположенное в созвездии Тукана. Оно находится на расстоянии около 4,45 ± 0,01 кпк (14 500 ± 32,6 св. лет) от Земли и имеет диаметр 120 световых лет. 47 Tuc можно увидеть невооруженным глазом, ее видимая звездная величина составляет 4,1. Судя по всему, его поперечник составляет около 44 угловых минут, включая его дальние пределы. Из-за своего крайнего южного расположения, в 18° от южного полюса мира, европейские астрономы не вносили его в каталог до 1750-х годов, когда скопление было впервые обнаружено Николя-Луи де Лакайлем из Южной Африки.",,globular cluster,шаровое скопление
Hercules Globular Cluster,Messier 13,globular cluster,"crowded, brilliant, ancient","cluster,globular,dense,bright,ancient",,"Messier 13, or M13, is a globular cluster of several hundred thousand stars in the constellation of Hercules.",https://en.wikipedia.org/wiki/Messier_13,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/M13-Globular-Cluster.png/330px-M13-Globular-Cluster.png,data/curated_space_objects/images/hercules_globular_cluster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/M13-Globular-Cluster.png/330px-M13-Globular-Cluster.png,,True,,Hercules Globular Cluster,"Messier 13, or M13, is a globular cluster of several hundred thousand stars in the constellation of Hercules.",https://en.wikipedia.org/wiki/Messier_13,Шаровое скопление Геркулеса,"Мессье 13, или М13, — шаровое скопление из нескольких сотен тысяч звезд в созвездии Геркулеса.",,globular cluster,шаровое скопление
Beehive Cluster,Beehive Cluster,open cluster,"social, bright, friendly","cluster,open,social,bright,stars",,"The Beehive Cluster is an open cluster in the constellation Cancer. One of the nearest open clusters to Earth, it contains a larger population of stars than other nearby bright open clusters holding around 1,000 stars. Under dark skies, the Beehive Cluster looks like a small nebulous object to the naked eye, and has been known since ancient times. Classical astronomer Ptolemy described it as a ""nebulous mass in the breast of Cancer"". It was among the first objects that Galileo studied with his
telescope.",https://en.wikipedia.org/wiki/Beehive_Cluster,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/M44-Star-Cluster.png/330px-M44-Star-Cluster.png,data/curated_space_objects/images/beehive_cluster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/M44-Star-Cluster.png/330px-M44-Star-Cluster.png,,True,,Beehive Cluster,"The Beehive Cluster is an open cluster in the constellation Cancer. One of the nearest open clusters to Earth, it contains a larger population of stars than other nearby bright open clusters holding around 1,000 stars. Under dark skies, the Beehive Cluster looks like a small nebulous object to the naked eye, and has been known since ancient times. Classical astronomer Ptolemy described it as a ""nebulous mass in the breast of Cancer"". It was among the first objects that Galileo studied with his
telescope.",https://en.wikipedia.org/wiki/Beehive_Cluster,Кластер ульев,"Скопление Улей — рассеянное скопление в созвездии Рака. Это одно из ближайших к Земле рассеянных скоплений. Оно содержит большее количество звезд, чем другие близлежащие яркие рассеянные скопления, содержащие около 1000 звезд. Под темным небом скопление ульев невооруженным глазом выглядит как небольшой туманный объект и известно с древних времен. Классический астроном Птолемей описал это как «туманную массу в груди Рака». Это был один из первых объектов, которые Галилей изучал со своими
телескоп.",,open cluster,рассеянное скопление
Jewel Box Cluster,Jewel Box (star cluster),open cluster,"colorful, precious, bright","cluster,open,colorful,bright,elegant",,"The Jewel Box is an open cluster in the constellation Crux, originally discovered by Nicolas Louis de Lacaille in 1751–1752. This cluster was later named the Jewel Box by John Herschel when he described its telescopic appearance as ""... a superb piece of fancy jewellery"". It is easily visible to the naked eye as a hazy star some 1.0° southeast of the first-magnitude star Mimosa. This hazy star was given the Bayer star designation ""Kappa Crucis"", from which the cluster takes one of its common names. The modern designation Kappa Crucis has been assigned to one of the stars in the base of the A-shaped asterism of the cluster.",https://en.wikipedia.org/wiki/Jewel_Box_(star_cluster),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/A_Snapshot_of_the_Jewel_Box_cluster_with_the_ESO_VLT.jpg/330px-A_Snapshot_of_the_Jewel_Box_cluster_with_the_ESO_VLT.jpg,data/curated_space_objects/images/jewel_box_cluster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/A_Snapshot_of_the_Jewel_Box_cluster_with_the_ESO_VLT.jpg/330px-A_Snapshot_of_the_Jewel_Box_cluster_with_the_ESO_VLT.jpg,,True,,Jewel Box Cluster,"The Jewel Box is an open cluster in the constellation Crux, originally discovered by Nicolas Louis de Lacaille in 1751–1752. This cluster was later named the Jewel Box by John Herschel when he described its telescopic appearance as ""... a superb piece of fancy jewellery"". It is easily visible to the naked eye as a hazy star some 1.0° southeast of the first-magnitude star Mimosa. This hazy star was given the Bayer star designation ""Kappa Crucis"", from which the cluster takes one of its common names. The modern designation Kappa Crucis has been assigned to one of the stars in the base of the A-shaped asterism of the cluster.",https://en.wikipedia.org/wiki/Jewel_Box_(star_cluster),Кластер шкатулок для драгоценностей,"Шкатулка с драгоценностями — рассеянное скопление в созвездии Креста, первоначально открытое Николя Луи де Лакайлем в 1751–1752 годах. Позже Джон Гершель назвал эту группу «Шкатулкой для драгоценностей», когда он описал ее телескопический вид как «... превосходное ювелирное украшение». Ее легко увидеть невооруженным глазом как туманную звезду примерно в 1,0 ° к юго-востоку от звезды первой величины Мимозы. Этой туманной звезде было присвоено звездное обозначение Байера «Каппа Круцис», от которого скопление получило одно из своих распространенных названий. Современное обозначение Kappa Crucis присвоено одной из звезд в основании А-образного астеризма скопления.",,open cluster,рассеянное скопление
Quintuplet Cluster,Quintuplet cluster,star cluster,"rare, hot, intense","cluster,stars,rare,intense,hot",,"The Quintuplet Cluster is a dense cluster of massive young stars about 100 light years from the Galactic Center (GC). Its name comes from the fact it has five prominent infrared sources residing in it. Along with the Arches Cluster it is one of two in the immediate GC region. Due to heavy extinction by dust in the vicinity, it is invisible to optical observation and must be studied in the X-ray, radio, and infrared bands.",https://en.wikipedia.org/wiki/Quintuplet_Cluster,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Uncovering_the_secrets_of_the_Quintuplet_Cluster.jpg/330px-Uncovering_the_secrets_of_the_Quintuplet_Cluster.jpg,data/curated_space_objects/images/quintuplet_cluster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Uncovering_the_secrets_of_the_Quintuplet_Cluster.jpg/330px-Uncovering_the_secrets_of_the_Quintuplet_Cluster.jpg,,True,,Quintuplet Cluster,"The Quintuplet Cluster is a dense cluster of massive young stars about 100 light years from the Galactic Center (GC). Its name comes from the fact it has five prominent infrared sources residing in it. Along with the Arches Cluster it is one of two in the immediate GC region. Due to heavy extinction by dust in the vicinity, it is invisible to optical observation and must be studied in the X-ray, radio, and infrared bands.",https://en.wikipedia.org/wiki/Quintuplet_Cluster,Пятиплетный кластер,"Скопление Квинтуплет — это плотное скопление массивных молодых звезд примерно в 100 световых годах от Галактического центра (ГЦ). Его название происходит от того факта, что в нем расположены пять ярких источников инфракрасного излучения. Вместе с скоплением Арки это одно из двух в непосредственной близости от GC. Из-за сильного ослабления пылью, находящейся поблизости, он невидим для оптического наблюдения и должен изучаться в рентгеновском, радио- и инфракрасном диапазонах.",,star cluster,звездное скопление
Arches Cluster,Arches Cluster,star cluster,"dense, young, extreme","cluster,dense,young,extreme,stars",,"The Arches Cluster is one of the densest star clusters in the Milky Way, about 100 light-years from its center in the constellation Sagittarius, 25,000 light-years from Earth. Its discovery was reported by Nagata et al. in 1995, and independently by Cotera et al. in 1996.
Due to extremely heavy optical extinction by dust in this region, the cluster is obscured in the visual bands, and is observed in the X-ray, infrared and radio bands. It contains approximately 135 young, very hot stars that are many times larger and more massive than the Sun, plus many thousands of less massive stars.",https://en.wikipedia.org/wiki/Arches_Cluster,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/ESO-Arches_Cluster.jpg/330px-ESO-Arches_Cluster.jpg,data/curated_space_objects/images/arches_cluster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/ESO-Arches_Cluster.jpg/330px-ESO-Arches_Cluster.jpg,,True,,Arches Cluster,"The Arches Cluster is one of the densest star clusters in the Milky Way, about 100 light-years from its center in the constellation Sagittarius, 25,000 light-years from Earth. Its discovery was reported by Nagata et al. in 1995, and independently by Cotera et al. in 1996.
Due to extremely heavy optical extinction by dust in this region, the cluster is obscured in the visual bands, and is observed in the X-ray, infrared and radio bands. It contains approximately 135 young, very hot stars that are many times larger and more massive than the Sun, plus many thousands of less massive stars.",https://en.wikipedia.org/wiki/Arches_Cluster,Кластер Арки,"Скопление Арки — одно из самых плотных звездных скоплений Млечного Пути, расположенное примерно в 100 световых годах от его центра в созвездии Стрельца и в 25 000 световых годах от Земли. О его открытии сообщили Нагата и др. в 1995 г. и независимо Cotera et al. в 1996 году.
Из-за чрезвычайно сильного оптического поглощения пылью в этой области скопление затенено в видимых диапазонах и наблюдается в рентгеновском, инфракрасном и радиодиапазонах. Оно содержит около 135 молодых, очень горячих звезд, которые во много раз больше и массивнее Солнца, а также многие тысячи менее массивных звезд.",,star cluster,звездное скопление
Saturn,Saturn,planet,"elegant, iconic, composed","planet,rings,elegant,iconic,calm",,"Saturn is the sixth planet from the Sun and the second largest in the Solar System, after Jupiter. It is a gas giant, with an average radius of about 9 times that of Earth. It has an eighth of the average density of Earth, but is over 95 times more massive. Even though Saturn is almost as big as Jupiter, Saturn has less than a third of its mass. Saturn orbits the Sun at a distance of 9.59 AU (1,434 million km), with an orbital period of 29.45 years.",https://en.wikipedia.org/wiki/Saturn,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Saturn_during_Equinox.jpg/330px-Saturn_during_Equinox.jpg,data/curated_space_objects/images/saturn.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Saturn_during_Equinox.jpg/330px-Saturn_during_Equinox.jpg,,True,,Saturn,"Saturn is the sixth planet from the Sun and the second largest in the Solar System, after Jupiter. It is a gas giant, with an average radius of about 9 times that of Earth. It has an eighth of the average density of Earth, but is over 95 times more massive. Even though Saturn is almost as big as Jupiter, Saturn has less than a third of its mass. Saturn orbits the Sun at a distance of 9.59 AU (1,434 million km), with an orbital period of 29.45 years.",https://en.wikipedia.org/wiki/Saturn,Сатурн,"Сатурн — шестая планета от Солнца и вторая по величине в Солнечной системе после Юпитера. Это газовый гигант, средний радиус которого примерно в 9 раз больше радиуса Земли. Его плотность составляет одну восьмую от средней плотности Земли, но он более чем в 95 раз массивнее. Хотя Сатурн почти такого же размера, как Юпитер, его масса составляет менее трети его массы. Сатурн вращается вокруг Солнца на расстоянии 9,59 а.е. (1434 миллиона км) с орбитальным периодом 29,45 лет.",,planet,планета
Jupiter,Jupiter,planet,"huge, confident, stormy","planet,storm,huge,bold,warm",,"Jupiter is the fifth planet from the Sun, and the largest in the Solar System. It is a gas giant with a mass nearly 2.5 times that of all the other planets in the Solar System combined and slightly less than one-thousandth the mass of the Sun. Its diameter is 11 times that of Earth and a tenth that of the Sun. Jupiter orbits the Sun at a distance of 5.20 AU (778.5 Gm), with an orbital period of 11.86 years. It is the third-brightest natural object in the Earth's night sky, after the Moon and Venus, and has been observed since prehistoric times. Its name derives from that of Jupiter, the chief deity of ancient Roman religion.",https://en.wikipedia.org/wiki/Jupiter,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Jupiter_OPAL_2024.png/330px-Jupiter_OPAL_2024.png,data/curated_space_objects/images/jupiter.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Jupiter_OPAL_2024.png/330px-Jupiter_OPAL_2024.png,,True,,Jupiter,"Jupiter is the fifth planet from the Sun, and the largest in the Solar System. It is a gas giant with a mass nearly 2.5 times that of all the other planets in the Solar System combined and slightly less than one-thousandth the mass of the Sun. Its diameter is 11 times that of Earth and a tenth that of the Sun. Jupiter orbits the Sun at a distance of 5.20 AU (778.5 Gm), with an orbital period of 11.86 years. It is the third-brightest natural object in the Earth's night sky, after the Moon and Venus, and has been observed since prehistoric times. Its name derives from that of Jupiter, the chief deity of ancient Roman religion.",https://en.wikipedia.org/wiki/Jupiter,Юпитер,"Юпитер — пятая планета от Солнца и самая большая в Солнечной системе. Это газовый гигант, масса которого почти в 2,5 раза превышает массу всех остальных планет Солнечной системы вместе взятых, и чуть менее одной тысячной массы Солнца. Его диаметр в 11 раз больше диаметра Земли и в десятую часть диаметра Солнца. Юпитер вращается вокруг Солнца на расстоянии 5,20 а.е. (778,5 Гм) с орбитальным периодом 11,86 лет. Это третий по яркости природный объект на ночном небе Земли после Луны и Венеры, который наблюдался с доисторических времен. Его название происходит от имени Юпитера, главного божества древнеримской религии.",,planet,планета
Mars,Mars,planet,"bold, dry, adventurous","planet,red,adventurous,dry,bold",,"Mars is the fourth planet from the Sun. It is also known as the ""Red Planet"", for its orange-red appearance. Mars is a desert-like rocky planet with a tenuous atmosphere that is primarily carbon dioxide. At the average surface level the atmospheric pressure is a few thousandths of Earth's, atmospheric temperature ranges from −153 to 20 °C, and cosmic radiation is high. Mars retains some water, in the ground as well as thinly in the atmosphere, forming cirrus clouds, fog, frost, larger polar regions of permafrost and ice caps, but no bodies of liquid surface water. Its surface gravity is roughly a third of Earth's or double that of the Moon. Its diameter, 6,779 km (4,212 mi), is about half the Earth's, or twice the Moon's, and its surface area is the size of all the dry land of Earth.",https://en.wikipedia.org/wiki/Mars,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png/330px-Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png,data/curated_space_objects/images/mars.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png/330px-Mars_-_August_30_2021_-_Flickr_-_Kevin_M._Gill.png,,True,,Mars,"Mars is the fourth planet from the Sun. It is also known as the ""Red Planet"", for its orange-red appearance. Mars is a desert-like rocky planet with a tenuous atmosphere that is primarily carbon dioxide. At the average surface level the atmospheric pressure is a few thousandths of Earth's, atmospheric temperature ranges from −153 to 20 °C, and cosmic radiation is high. Mars retains some water, in the ground as well as thinly in the atmosphere, forming cirrus clouds, fog, frost, larger polar regions of permafrost and ice caps, but no bodies of liquid surface water. Its surface gravity is roughly a third of Earth's or double that of the Moon. Its diameter, 6,779 km (4,212 mi), is about half the Earth's, or twice the Moon's, and its surface area is the size of all the dry land of Earth.",https://en.wikipedia.org/wiki/Mars,Марс,"Марс — четвертая планета от Солнца. Она также известна как «Красная планета» из-за своего оранжево-красного цвета. Марс — каменистая планета, похожая на пустыню, с разреженной атмосферой, состоящей в основном из углекислого газа. На среднем уровне поверхности атмосферное давление составляет несколько тысячных земного, температура атмосферы колеблется от -153 до 20 °C, а космическое излучение велико. Марс сохраняет некоторое количество воды как в земле, так и в тонкой атмосфере, образуя перистые облака, туман, иней, большие полярные области вечной мерзлоты и ледяные шапки, но нет водоемов с жидкой поверхностной водой. Его поверхностная гравитация составляет примерно треть земной или вдвое больше лунной. Его диаметр, 6779 км (4212 миль), составляет примерно половину земного или вдвое больше лунного, а площадь его поверхности равна размеру всей суши Земли.",,planet,планета
